professor,content,class_level,rating,date
David Gries,"Assignments were less time-consuming compared to those of CS 1110, but still took me a lot of time. Lecture slides and the lecturers (Gries and Clarkson) were pretty solid, and office hours were less crowded than CS 1110's. However, Gries was pretty condescending toward students on Piazza.", CS2110,"QUALITY
4.0
DIFFICULTY
3.0","Jul 23rd, 2019"
David Gries,"A rude, arrogant, disrespectful professor. Its time for someone else to take over this course.", CS2110,"QUALITY
1.0
DIFFICULTY
3.0","Jun 4th, 2019"
David Gries,"Gries is a very experienced professor, with a strong reputation throughout Cornell CS. He provides many resources to succeed in his class: good powerpoints, practice tests, handouts, piazza answers, and TA lectures make this class very manageable with some effort. The prelims aren't too hard if you use the practice exams, and the final is optional.", CS2110,"QUALITY
4.0
DIFFICULTY
3.0","Jan 24th, 2019"
David Gries,"Prof. Gries is an amazing professor! He explains the material well in lecture, and it's neat to see his personal touch on programming topics, including a surprising amount of history. Let him know if you are struggling: he is kind, willing to help, and cares about students as people. Go to lecture.", CS2110,"QUALITY
5.0
DIFFICULTY
3.0","Jan 12th, 2019"
David Gries,Gries is a solid professor. I learned an immense amount about OO-programming and data structures from the course. Prelims and the final project account for most of your grade in the course (particularly prelim 2). Very helpful in office hours. He is very knowledgable and has worked with some of the world's best computer scientists., CS2110,"QUALITY
4.0
DIFFICULTY
4.0","Dec 15th, 2018"
David Gries,"Sometimes confusing and can be rude when you try to ask questions on Piazza. He gets the information through, but lectures are not terribly interesting and he is very particular about certain things.", CS2110,"QUALITY
3.0
DIFFICULTY
3.0","Nov 19th, 2018"
David Gries,"Boring lectures, useless ppt decks, not sure what he is doing on class.", CS2110,"QUALITY
1.0
DIFFICULTY
3.0","Feb 21st, 2018"
David Gries,Amazing professor with great lectures. He tells you exactly what you need to know more clearly and concisely than any other professor I've had. Some things can be unclear if you learn them on your own so try to pay attention and follow along in lecture if you can., CS2110,"QUALITY
5.0
DIFFICULTY
3.0","Dec 28th, 2017"
David Gries,"Snippy when it comes to answering questions (online), but his answers try to encourage independent student learning; don't expect a polite answer if you ask about something that you can google/check the course materials for yourself.", CS2110,"QUALITY
4.0
DIFFICULTY
3.0","Nov 28th, 2017"
David Gries,Very approachable outside of class. Not a hard course if you've taken CS 1110, CS2110,"QUALITY
5.0
DIFFICULTY
3.0","Aug 18th, 2017"
David Gries,"He knows what he's doing. Your grade is basically based on the two prelims but you also have to do well on the assignments. The final is optional, and if you don't take it you just get the grade you have thus far, which is nice.", CS2110,"QUALITY
3.0
DIFFICULTY
3.0","May 15th, 2017"
David Gries,"I really enjoyed the class. I know a lot of students skip lectures, but I found his lectures to be very useful and representative of the knowledge needed for the prelims. If you do well on the first two prelims, Gries lets you skip the final and take your grade as it is.", CS2110,"QUALITY
4.0
DIFFICULTY
3.0","Apr 25th, 2017"
David Gries,"terrible professor, rapid unhelpful lectures, very arrogant and rude. projects hurt you but they cant help, only grades that matter are the two prelims and if u do poorly on one that's probably the grade u wil get", CS2110,"QUALITY
1.0
DIFFICULTY
4.0","Apr 5th, 2017"
David Gries,"Gries is incredibly caring and genuinely interested in helping his students. He can be quite sassy on Piazza, which can annoy some students, but I personally thought it was hilarious and gave him personality. Regardless, he is an engaging and humorous lecturer and is very willing to help you if you ask for it.", CS2110,"QUALITY
5.0
DIFFICULTY
2.0","Dec 25th, 2016"
David Gries,"Gries is the most caring professor I have seen in Cornell. He makes lots of efforts to help students learn from this lecture. Some of assignments and prelims are challenging though, he and George respond to the questions on piazza efficiently. Go to his OH! It's super helpful, and you will find how patient he is going to teach you.", CS2110,"QUALITY
5.0
DIFFICULTY
4.0","Dec 20th, 2016"
David Gries,"Professor Gries is one of the most caring professors. His lecture slides are well-written, and he provides student opportunities to have lunch with him. The workload is fairly light and the prelims are reasonable. His lectures are pretty good and he answers almost every piazza question super fast.", CS2110,"QUALITY
5.0
DIFFICULTY
3.0","Nov 6th, 2016"
David Gries,"Tough class and the lectures were not overly engaging/interesting. Still, Professor Gries knows his work very well and pioneered the field of loop invariants. TAs were helpful even though they graded pretty harshly.", CS2110,"QUALITY
3.0
DIFFICULTY
3.0","Oct 23rd, 2016"
David Gries,Lectures were pretty interesting. Projects were short and overall the class wasn't that much work., CS2110,"QUALITY
4.0
DIFFICULTY
2.0","Oct 17th, 2016"
David Gries,"He's one of the greatest professors I have ever had. He has such extensive knowledge about the subject and is always ready to help. He is easily accessible outside the class. He can come across as a bit condescending if you ask ""dumb"" questions but ignore that.", CS2110,"QUALITY
5.0
DIFFICULTY
3.0","Oct 2nd, 2016"
David Gries,The professor was really great! He was helpful and responsive! He replied Piaaza questions very quickly., CS2110,"QUALITY
5.0
DIFFICULTY
2.0","Sep 4th, 2016"
David Gries,"Class was very difficult and lectures were little to no help for assignments and prelims. Final is optional which is good, but can hurt you if you choose to take it. Prelim medians were very difficult making the median very low, but the way Gries curves the class is somewhat confusing. Hardest class I've ever taken.", CS2110,"QUALITY
2.0
DIFFICULTY
5.0","Jul 16th, 2016"
David Gries,"The exams make up the majority of your grade. When doing the assignments, make sure you REALLY know what you're doing, and understand what's going on if you're working with a partner.", CS2110,"QUALITY
5.0
DIFFICULTY
3.0","Jul 3rd, 2016"
David Gries,"The prelims are what actually decide your grade in this class. Gries provides a lot of information to help you succeed on these tests though. He provides a list of concepts and a lot of practice exams. He also answers question on piazza very quickly. His answers are very direct, but not rude (even when the questions are pretty rude).", CS2110,"QUALITY
4.0
DIFFICULTY
2.0","May 19th, 2016"
David Gries,"Bad lecturer, good 1-1 teacher. Do the assignments to learn, but they have little to no impact on your grade; only the prelims matter. Had Bs on the prelims, A+ on assignments (above the mean on most) but still got a B. Things change from semester to semester (i.e. assignments, pace etc) but all lectures content-wise are on videonote.", CS2110,"QUALITY
2.5
DIFFICULTY
4.0","May 17th, 2016"
David Gries,"Sometimes comes across weird on Piazza, but a very good lecturer and makes great resources for students in CS 2110.", CS2110,"QUALITY
4.0
DIFFICULTY
4.0","May 3rd, 2016"
David Gries,"His tests are hard but the lectures are extremely useful, very well organised and cover important topics. One of the best professors for Computer Science anywhere in America.", CS2110,"QUALITY
4.5
DIFFICULTY
3.0","Jan 26th, 2016"
David Gries,Gries is honestly hilarious. He's a slightly boring lecturer but is very fair and keeps the topic interesting. I liked the guy a lot., CS2110,"QUALITY
3.0
DIFFICULTY
3.0","Jan 21st, 2016"
David Gries,"Very interesting, though non-mandatory lectures. Clearly a legend in CS. Deeply cares about every student's success. Amazing teacher. Optional final. Watch out, though: mandatory midterms are very hard and he doesn't believe in curves (""if you all do C work, you will all get Cs""). TAs are very mediocre, and recitation attendance is very important.", CS2110,"QUALITY
5.0
DIFFICULTY
4.0","Jan 6th, 2016"
David Gries,Lectures are kinda boring and once in awhile he gets lost in his own examples. Incredibly fast response time if you ask him questions online; his replies are usually brief and even a little cold but I think its unintentional. He writes obscure and not really topical questions on the tests but Foster has made the questions more reasonable recently., CS2110,"QUALITY
3.0
DIFFICULTY
4.0","Jan 1st, 2016"
David Gries,Gries is a very nice and helpful professor. The material in his class gives us a very good foundation for our future study in Computer Science. He is very patient when you ask him questions . One of best professors in Cornell., CS2110,"QUALITY
4.5
DIFFICULTY
4.0","Nov 15th, 2015"
David Gries,Lectures were not helpful at all. You're basically on your own to learn the material and for the projects., CS2110,"QUALITY
1.0
DIFFICULTY
3.0","Aug 18th, 2015"
David Gries,"He was okay - he clearly understood what he was doing, and was willing to help but his Piazza responses were often terse and bordered on rude. The class was not very challenging overall - the later parts, which mattered more, were not tested much and not necessary for a good grade in the class.", CS2110,"QUALITY
2.5
DIFFICULTY
1.0","Jun 21st, 2015"
David Gries,"Lectures are vague; he goes over material too quickly. He'll help you, but only if you ask intelligent questions. He gets angry easily, especially if you neglect something he's already said somewhere sometime. Curves are not really nice.", CS2110,"QUALITY
2.5
DIFFICULTY
5.0","Jun 10th, 2015"
David Gries,He is a pretty good lecturer. He is an interesting guy with a super nice personality. Definitely learned a lot in this class. Only complaint is that sometimes his Piazza answers are rushed and unclear., CS2110,"QUALITY
4.0
DIFFICULTY
2.0","Dec 18th, 2014"
David Gries,He makes the material too hard. He has a genuine desire to help students but just doesn't succeed., CS2110,"QUALITY
2.0
DIFFICULTY
4.0","Nov 10th, 2014"
David Gries,"He's my undergrad adviser. He taught me way beyond just being a good CS nerd. He taught me how and why I should analyze everything, and not be afraid of being different, one of a kind. As I went through grad school and med schools, his teaching was still guiding me every step of the way. Now I own medical centers, his words are still teaching me.", DISCRETEMATHS,"QUALITY
5.0
DIFFICULTY
1.0","Jun 26th, 2014"
David Gries,"Gries is a good teacher, he's just really old and sometimes you just get really bored. The assignments are fun and straightforward, prelims straightforward, and final optional. I enjoyed his class!", CS2110,"QUALITY
3.5
DIFFICULTY
2.0","Jun 5th, 2014"
David Gries,One of the best professors I had at Cornell., CS2110,"QUALITY
5.0
DIFFICULTY
1.0","May 2nd, 2014"
